id,translation
60,"{'input': 'Give the airport code and airport name corresonding to the city Anthony.', 'output': 'SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""'}"
61,"{'input': 'How many airlines do we have?', 'output': 'SELECT count(*) FROM AIRLINES'}"
62,"{'input': 'What is the total number of airlines?', 'output': 'SELECT count(*) FROM AIRLINES'}"
63,"{'input': 'How many airports do we have?', 'output': 'SELECT count(*) FROM AIRPORTS'}"
64,"{'input': 'Return the number of  airports.', 'output': 'SELECT count(*) FROM AIRPORTS'}"
65,"{'input': 'How many flights do we have?', 'output': 'SELECT count(*) FROM FLIGHTS'}"
66,"{'input': 'Return the number of flights.', 'output': 'SELECT count(*) FROM FLIGHTS'}"
67,"{'input': ""Which airline has abbreviation 'UAL'?"", 'output': 'SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""'}"
68,"{'input': ""Give the airline with abbreviation 'UAL'."", 'output': 'SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""'}"
69,"{'input': 'How many airlines are from USA?', 'output': 'SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""'}"
70,"{'input': 'Return the number of airlines in the USA.', 'output': 'SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""'}"
71,"{'input': 'Which city and country is the Alton airport at?', 'output': 'SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""'}"
72,"{'input': 'Give the city and country for the Alton airport.', 'output': 'SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""'}"
73,"{'input': ""What is the airport name for airport 'AKO'?"", 'output': 'SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""'}"
74,"{'input': ""Return the name of the airport with code 'AKO'."", 'output': 'SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""'}"
75,"{'input': ""What are airport names at City 'Aberdeen'?"", 'output': 'SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""'}"
76,"{'input': 'What are the names of airports in Aberdeen?', 'output': 'SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""'}"
77,"{'input': ""How many flights depart from 'APG'?"", 'output': 'SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""'}"
78,"{'input': ""Count the number of flights departing from 'APG'."", 'output': 'SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""'}"
79,"{'input': 'How many flights have destination ATO?', 'output': 'SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""'}"
80,"{'input': 'Count the number of flights into ATO.', 'output': 'SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""'}"
81,"{'input': 'What are flight numbers of flights departing from Airport ""APG""?', 'output': 'SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""'}"
82,"{'input': 'Give the flight numbers of flights leaving from APG.', 'output': 'SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""'}"
83,"{'input': 'What are flight numbers of flights arriving at Airport ""APG""?', 'output': 'SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""'}"
84,"{'input': 'Give the flight numbers of flights landing at APG.', 'output': 'SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""'}"
85,"{'input': 'How many employees are there?', 'output': 'SELECT count(*) FROM employee'}"
86,"{'input': 'Count the number of employees', 'output': 'SELECT count(*) FROM employee'}"
87,"{'input': 'Sort employee names by their age in ascending order.', 'output': 'SELECT name FROM employee ORDER BY age'}"
88,"{'input': 'List the names of employees and sort in ascending order of age.', 'output': 'SELECT name FROM employee ORDER BY age'}"
89,"{'input': 'What is the number of employees from each city?', 'output': 'SELECT count(*) ,  city FROM employee GROUP BY city'}"
90,"{'input': 'Count the number of employees for each city.', 'output': 'SELECT count(*) ,  city FROM employee GROUP BY city'}"
91,"{'input': 'Find the number of shops in each location.', 'output': 'SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION'}"
92,"{'input': 'How many shops are there in each location?', 'output': 'SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION'}"
93,"{'input': 'Return the name, location and district of all shops in descending order of number of products.', 'output': 'SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC'}"
94,"{'input': 'Sort all the shops by number products in descending order, and return the name, location and district of each shop.', 'output': 'SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC'}"
95,"{'input': 'Find the names of stores whose number products is more than the average number of products.', 'output': 'SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop)'}"
96,"{'input': ""Which shops' number products is above the average? Give me the shop names."", 'output': 'SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop)'}"
97,"{'input': 'Find the names of employees who never won any award in the evaluation.', 'output': 'SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)'}"
98,"{'input': 'What are the names of the employees who never received any evaluation?', 'output': 'SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)'}"
99,"{'input': 'Find the name of the shops that do not hire any employee.', 'output': 'SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring)'}"
100,"{'input': 'Which shops run with no employees? Find the shop names', 'output': 'SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring)'}"
101,"{'input': 'What is total bonus given in all evaluations?', 'output': 'SELECT sum(bonus) FROM evaluation'}"
102,"{'input': 'Find the total amount of bonus given in all the evaluations.', 'output': 'SELECT sum(bonus) FROM evaluation'}"
103,"{'input': 'Give me all the information about hiring.', 'output': 'SELECT * FROM hiring'}"
104,"{'input': 'What is all the information about hiring?', 'output': 'SELECT * FROM hiring'}"
105,"{'input': 'How many different store locations are there?', 'output': 'SELECT count(DISTINCT LOCATION) FROM shop'}"
106,"{'input': 'Count the number of distinct store locations.', 'output': 'SELECT count(DISTINCT LOCATION) FROM shop'}"
107,"{'input': 'How many documents do we have?', 'output': 'SELECT count(*) FROM Documents'}"
108,"{'input': 'Count the number of documents.', 'output': 'SELECT count(*) FROM Documents'}"
109,"{'input': 'List document IDs, document names, and document descriptions for all documents.', 'output': 'SELECT document_id ,  document_name ,  document_description FROM Documents'}"
110,"{'input': 'What are the ids, names, and descriptions for all documents?', 'output': 'SELECT document_id ,  document_name ,  document_description FROM Documents'}"
111,"{'input': 'What is the document id, template id and description for document named ""Robbin CV""?', 'output': 'SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""'}"
112,"{'input': 'Return the document id, template id, and description for the document with the name Robbin CV.', 'output': 'SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""'}"
113,"{'input': 'How many different templates do all document use?', 'output': 'SELECT count(DISTINCT template_id) FROM Documents'}"
114,"{'input': 'Count the number of different templates used for documents.', 'output': 'SELECT count(DISTINCT template_id) FROM Documents'}"
115,"{'input': 'Show all template ids and number of documents using each template.', 'output': 'SELECT template_id ,  count(*) FROM Documents GROUP BY template_id'}"
116,"{'input': 'What are all different template ids used for documents, and how many times were each of them used?', 'output': 'SELECT template_id ,  count(*) FROM Documents GROUP BY template_id'}"
117,"{'input': 'How many templates do we have?', 'output': 'SELECT count(*) FROM Templates'}"
118,"{'input': 'Count the number of templates.', 'output': 'SELECT count(*) FROM Templates'}"
119,"{'input': 'Show template ids, version numbers, and template type codes for all templates.', 'output': 'SELECT template_id ,  version_number ,  template_type_code FROM Templates'}"
120,"{'input': 'What are the ids, version numbers, and type codes for each template?', 'output': 'SELECT template_id ,  version_number ,  template_type_code FROM Templates'}"
121,"{'input': 'Show all distinct template type codes for all templates.', 'output': 'SELECT DISTINCT template_type_code FROM Templates'}"
122,"{'input': 'What are the different template type codes?', 'output': 'SELECT DISTINCT template_type_code FROM Templates'}"
123,"{'input': 'How many templates have template type code CV?', 'output': 'SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""'}"
124,"{'input': 'Count the number of templates of the type CV.', 'output': 'SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""'}"
125,"{'input': 'What is the version number and template type code for the template with version number later than 5?', 'output': 'SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5'}"
126,"{'input': 'Return the version numbers and template type codes of templates with a version number greater than 5.', 'output': 'SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5'}"
127,"{'input': 'Show all template type codes and number of templates for each.', 'output': 'SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code'}"
128,"{'input': 'What are the different template type codes, and how many templates correspond to each?', 'output': 'SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code'}"
129,"{'input': 'What the smallest version number and its template type code?', 'output': 'SELECT min(Version_Number) ,  template_type_code FROM Templates'}"
130,"{'input': 'Return the lowest version number, along with its corresponding template type code.', 'output': 'SELECT min(Version_Number) ,  template_type_code FROM Templates'}"
131,"{'input': 'Show all template type codes and descriptions.', 'output': 'SELECT template_type_code ,  template_type_description FROM Ref_template_types'}"
132,"{'input': 'What are the type codes and descriptions for all template types?', 'output': 'SELECT template_type_code ,  template_type_description FROM Ref_template_types'}"
133,"{'input': 'What is the template type descriptions for template type code ""AD"".', 'output': 'SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""'}"
134,"{'input': 'Return the template type description of the template type with the code AD.', 'output': 'SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""'}"
135,"{'input': 'What is the template type code for template type description ""Book"".', 'output': 'SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""'}"
136,"{'input': 'Return the type code of the template type with the description ""Book"".', 'output': 'SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""'}"
137,"{'input': 'How many paragraphs in total?', 'output': 'SELECT count(*) FROM Paragraphs'}"
138,"{'input': 'Count the number of paragraphs.', 'output': 'SELECT count(*) FROM Paragraphs'}"
139,"{'input': 'How many teachers are there?', 'output': 'SELECT count(*) FROM teacher'}"
140,"{'input': 'What is the total count of teachers?', 'output': 'SELECT count(*) FROM teacher'}"
141,"{'input': 'List the names of teachers in ascending order of age.', 'output': 'SELECT Name FROM teacher ORDER BY Age ASC'}"
142,"{'input': 'What are the names of the teachers ordered by ascending age?', 'output': 'SELECT Name FROM teacher ORDER BY Age ASC'}"
143,"{'input': 'What are the age and hometown of teachers?', 'output': 'SELECT Age ,  Hometown FROM teacher'}"
144,"{'input': 'What is the age and hometown of every teacher?', 'output': 'SELECT Age ,  Hometown FROM teacher'}"
145,"{'input': ""List the name of teachers whose hometown is not `` Little Lever Urban District '' ."", 'output': 'select name from teacher where hometown != ""little lever urban district""'}"
146,"{'input': ""What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?"", 'output': 'select name from teacher where hometown != ""little lever urban district""'}"
147,"{'input': 'Show different hometown of teachers and the number of teachers from each hometown.', 'output': 'SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown'}"
148,"{'input': 'For each hometown, how many teachers are there?', 'output': 'SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown'}"
149,"{'input': 'List the names of teachers who have not been arranged to teach courses.', 'output': 'SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange)'}"
150,"{'input': 'What are the names of the teachers whose courses have not been arranged?', 'output': 'SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange)'}"
151,"{'input': 'How many visitors below age 30 are there?', 'output': 'SELECT count(*) FROM visitor WHERE age  <  30'}"
152,"{'input': 'What is the average age of the visitors whose membership level is not higher than 4?', 'output': 'SELECT avg(age) FROM visitor WHERE Level_of_membership  <=  4'}"
153,"{'input': 'Find the average number of staff working for the museums that were open before 2009.', 'output': 'SELECT avg(num_of_staff) FROM museum WHERE open_year  <  2009'}"
154,"{'input': 'What are the opening year and staff number of the museum named Plaza Museum?', 'output': ""SELECT Num_of_Staff ,  Open_Year FROM museum WHERE name  =  'Plaza Museum'""}"
155,"{'input': 'What is the name of the museum that had no visitor yet?', 'output': 'SELECT name FROM museum WHERE Museum_ID NOT IN (SELECT museum_id FROM visit)'}"
156,"{'input': 'Find the total number of players.', 'output': 'SELECT count(*) FROM players'}"
157,"{'input': 'How many players are there?', 'output': 'SELECT count(*) FROM players'}"
158,"{'input': 'Find the total number of matches.', 'output': 'SELECT count(*) FROM matches'}"
159,"{'input': 'Count the number of matches.', 'output': 'SELECT count(*) FROM matches'}"
160,"{'input': 'List the first name and birth date of all players from the country with code USA.', 'output': ""SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'""}"
161,"{'input': 'What are the first names and birth dates of players from the USA?', 'output': ""SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'""}"
162,"{'input': 'Find the average age of losers and winners of all matches.', 'output': 'SELECT avg(loser_age) ,  avg(winner_age) FROM matches'}"
163,"{'input': 'What are the average ages of losers and winners across matches?', 'output': 'SELECT avg(loser_age) ,  avg(winner_age) FROM matches'}"
164,"{'input': 'Find the average rank of winners in all matches.', 'output': 'SELECT avg(winner_rank) FROM matches'}"
165,"{'input': 'What is the average rank for winners in all matches?', 'output': 'SELECT avg(winner_rank) FROM matches'}"
166,"{'input': 'Find the highest rank of losers in all matches.', 'output': 'SELECT min(loser_rank) FROM matches'}"
167,"{'input': 'What is the best rank of losers across all matches?', 'output': 'SELECT min(loser_rank) FROM matches'}"
168,"{'input': 'find the number of distinct country codes of all players.', 'output': 'SELECT count(DISTINCT country_code) FROM players'}"
169,"{'input': 'How many distinct countries do players come from?', 'output': 'SELECT count(DISTINCT country_code) FROM players'}"
170,"{'input': 'Find the number of distinct name of losers.', 'output': 'SELECT count(DISTINCT loser_name) FROM matches'}"
171,"{'input': 'How many different loser names are there?', 'output': 'SELECT count(DISTINCT loser_name) FROM matches'}"
172,"{'input': 'List the first and last name of all players in the order of birth date.', 'output': 'SELECT first_name ,  last_name FROM players ORDER BY birth_date'}"
173,"{'input': 'What are the full names of all players, sorted by birth date?', 'output': 'SELECT first_name ,  last_name FROM players ORDER BY birth_date'}"
174,"{'input': 'find the number of players for each country.', 'output': 'SELECT count(*) ,  country_code FROM players GROUP BY country_code'}"
175,"{'input': 'How many players are from each country?', 'output': 'SELECT count(*) ,  country_code FROM players GROUP BY country_code'}"
176,"{'input': 'Find the total number of tours for each ranking date.', 'output': 'SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date'}"
177,"{'input': 'How many total tours were there for each ranking date?', 'output': 'SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date'}"
178,"{'input': 'Find the number of matches happened in each year.', 'output': 'SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR'}"
179,"{'input': 'How many matches were played in each year?', 'output': 'SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR'}"
180,"{'input': 'How many different winners both participated in the WTA Championships and were left handed?', 'output': ""SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L'""}"
181,"{'input': 'Find the number of left handed winners who participated in the WTA Championships.', 'output': ""SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L'""}"
182,"{'input': 'Find the number of players for each hand type.', 'output': 'SELECT count(*) ,  hand FROM players GROUP BY hand'}"
183,"{'input': 'How many players are there for each hand type?', 'output': 'SELECT count(*) ,  hand FROM players GROUP BY hand'}"
184,"{'input': ""How many ships ended up being 'Captured'?"", 'output': ""SELECT count(*) FROM ship WHERE disposition_of_ship  =  'Captured'""}"
185,"{'input': 'List the name and tonnage ordered by in descending alphaetical order for the names.', 'output': 'SELECT name ,  tonnage FROM ship ORDER BY name DESC'}"
186,"{'input': 'List the name, date and result of each battle.', 'output': 'SELECT name ,  date FROM battle'}"
187,"{'input': 'What is the average number of injuries caused each time?', 'output': 'SELECT avg(injured) FROM death'}"
188,"{'input': ""What are the name and results of the battles when the bulgarian commander is not 'Boril'"", 'output': ""SELECT name ,  RESULT FROM battle WHERE bulgarian_commander != 'Boril'""}"
189,"{'input': ""What are the distinct battle names which are between bulgarian commander 'Kaloyan' and latin commander 'Baldwin I'?"", 'output': ""SELECT name FROM battle WHERE bulgarian_commander  =  'Kaloyan' AND latin_commander  =  'Baldwin I'""}"
190,"{'input': 'How many different results are there for the battles?', 'output': 'SELECT count(DISTINCT RESULT) FROM battle'}"
191,"{'input': 'what are all the addresses including line 1 and line 2?', 'output': 'SELECT line_1 ,  line_2 FROM addresses'}"
192,"{'input': 'What is the first and second line for all addresses?', 'output': 'SELECT line_1 ,  line_2 FROM addresses'}"
193,"{'input': 'How many courses in total are listed?', 'output': 'SELECT count(*) FROM Courses'}"
194,"{'input': 'How many courses are there?', 'output': 'SELECT count(*) FROM Courses'}"
195,"{'input': 'How is the math course described?', 'output': ""SELECT course_description FROM Courses WHERE course_name  =  'math'""}"
196,"{'input': 'What are the descriptions for all the math courses?', 'output': ""SELECT course_description FROM Courses WHERE course_name  =  'math'""}"
197,"{'input': 'What is the zip code of the address in the city Port Chelsea?', 'output': ""SELECT zip_postcode FROM Addresses WHERE city  =  'Port Chelsea'""}"
198,"{'input': 'What is the zip code for Port Chelsea?', 'output': ""SELECT zip_postcode FROM Addresses WHERE city  =  'Port Chelsea'""}"
199,"{'input': 'How many departments offer any degree?', 'output': 'SELECT count(DISTINCT department_id) FROM Degree_Programs'}"
200,"{'input': 'How many different departments offer degrees?', 'output': 'SELECT count(DISTINCT department_id) FROM Degree_Programs'}"
201,"{'input': 'How many different degree names are offered?', 'output': 'SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs'}"
202,"{'input': 'How many different degrees are offered?', 'output': 'SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs'}"
203,"{'input': 'What are the names and descriptions of all the sections?', 'output': 'SELECT section_name ,  section_description FROM Sections'}"
204,"{'input': 'What are the names and descriptions for all the sections?', 'output': 'SELECT section_name ,  section_description FROM Sections'}"
205,"{'input': 'List the section_name in reversed lexicographical order.', 'output': 'SELECT section_name FROM Sections ORDER BY section_name DESC'}"
206,"{'input': 'What are the names of the sections in reverse alphabetical order?', 'output': 'SELECT section_name FROM Sections ORDER BY section_name DESC'}"
207,"{'input': 'Which semesters do not have any student enrolled? List the semester name.', 'output': 'SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )'}"
208,"{'input': 'What is the name of the semester with no students enrolled?', 'output': 'SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )'}"
209,"{'input': 'What is the phone number of the man with the first name Timmothy and the last name Ward?', 'output': ""SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward'""}"
210,"{'input': 'What is the mobile phone number of the student named Timmothy Ward ?', 'output': ""select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward'""}"
211,"{'input': 'Whose permanent address is different from his or her current address? List his or her first name.', 'output': 'SELECT first_name FROM Students WHERE current_address_id != permanent_address_id'}"
212,"{'input': 'What is the first name of the student whose permanent address is different from his or her current one?', 'output': 'SELECT first_name FROM Students WHERE current_address_id != permanent_address_id'}"
213,"{'input': 'On average, when were the transcripts printed?', 'output': 'SELECT avg(transcript_date) FROM Transcripts'}"
214,"{'input': 'What is the average transcript date?', 'output': 'SELECT avg(transcript_date) FROM Transcripts'}"
215,"{'input': 'How many transcripts are released?', 'output': 'SELECT count(*) FROM Transcripts'}"
216,"{'input': 'How many transcripts are listed?', 'output': 'SELECT count(*) FROM Transcripts'}"
217,"{'input': 'How many different addresses do the students currently live?', 'output': 'SELECT count(DISTINCT current_address_id) FROM Students'}"
